,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,overallMotivation,share,motivation,name,city,country,age,anglosphere,gender_binary
701,693,Sir Arthur,Lewis,1915-01-23,1991-06-15,British West Indies (now Saint Lucia),LC,Castries,Barbados,BB,Bridgetown,male,1979.0,economics,,2.0,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",Princeton University,"Princeton, NJ",USA,64,0,1
702,694,Lawrence R.,Klein,1920-09-14,2013-10-20,USA,US,"Omaha, NE",USA,US,"Gladwyne, PA",male,1980.0,economics,,1.0,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",University of Pennsylvania,"Philadelphia, PA",USA,60,1,1
703,695,James,Tobin,1918-03-05,2002-03-11,USA,US,"Champaign, IL",USA,US,"New Haven, CT",male,1981.0,economics,,1.0,"""for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices""",Yale University,"New Haven, CT",USA,63,1,1
704,696,George J.,Stigler,1911-01-17,1991-12-01,USA,US,"Renton, WA",USA,US,"Chicago, IL",male,1982.0,economics,,1.0,"""for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation""",University of Chicago,"Chicago, IL",USA,71,1,1
705,697,Gerard,Debreu,1921-07-04,2004-12-31,France,FR,Calais,France,FR,Paris,male,1983.0,economics,,1.0,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",University of California,"Berkeley, CA",USA,62,0,1
706,698,Richard,Stone,1913-08-30,1991-12-06,United Kingdom,GB,London,United Kingdom,GB,Cambridge,male,1984.0,economics,,1.0,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",University of Cambridge,Cambridge,United Kingdom,71,1,1
707,699,Franco,Modigliani,1918-06-18,2003-09-25,Italy,IT,Rome,USA,US,"Cambridge, MA",male,1985.0,economics,,1.0,"""for his pioneering analyses of saving and of financial markets""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,67,0,1
708,700,James M.,Buchanan Jr.,1919-10-03,2013-01-09,USA,US,"Murfreesboro, TN",USA,US,"Blacksburg, VA",male,1986.0,economics,,1.0,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",Center for Study of Public Choice,"Fairfax, VA",USA,67,1,1
709,701,Robert M.,Solow,1924-08-23,,USA,US,"Brooklyn, NY",,,,male,1987.0,economics,,1.0,"""for his contributions to the theory of economic growth""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,63,1,1
710,702,Maurice,Allais,1911-05-31,2010-10-09,France,FR,Paris,France,FR,Paris,male,1988.0,economics,,1.0,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",École Nationale Supérieur des Mines de Paris,Paris,France,77,0,1
711,703,Trygve,Haavelmo,1911-12-13,1999-07-26,Norway,NO,Skedsmo,Norway,NO,Oslo,male,1989.0,economics,,1.0,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",University of Oslo,Oslo,Norway,78,0,1
712,704,Harry M.,Markowitz,1927-08-24,,USA,US,"Chicago, IL",,,,male,1990.0,economics,,3.0,"""for their pioneering work in the theory of financial economics""",City University of New York,"New York, NY",USA,63,1,1
713,705,Merton H.,Miller,1923-05-16,2000-06-03,USA,US,"Boston, MA",USA,US,"Chicago, IL",male,1990.0,economics,,3.0,"""for their pioneering work in the theory of financial economics""",University of Chicago,"Chicago, IL",USA,67,1,1
714,706,William F.,Sharpe,1934-06-16,,USA,US,"Boston, MA",,,,male,1990.0,economics,,3.0,"""for their pioneering work in the theory of financial economics""",Stanford University,"Stanford, CA",USA,56,1,1
715,707,Ronald H.,Coase,1910-12-29,2013-09-02,United Kingdom,GB,Willesden,USA,US,"Chicago, IL",male,1991.0,economics,,1.0,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",University of Chicago,"Chicago, IL",USA,81,1,1
716,708,Gary S.,Becker,1930-12-02,2014-05-03,USA,US,"Pottsville, PA",USA,US,"Chicago, IL",male,1992.0,economics,,1.0,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",University of Chicago,"Chicago, IL",USA,62,1,1
717,709,Robert W.,Fogel,1927-07-01,2013-06-11,USA,US,"New York, NY",USA,US,"Oak Lawn, IL",male,1993.0,economics,,2.0,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",University of Chicago,"Chicago, IL",USA,66,1,1
718,710,Douglass C.,North,1920-11-05,2015-11-23,USA,US,"Cambridge, MA",USA,US,"Benzonia, MI",male,1993.0,economics,,2.0,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",Washington University,"St. Louis, MO",USA,73,1,1
719,711,John C.,Harsanyi,1920-05-29,2000-08-09,Hungary,HU,Budapest,USA,US,"Berkeley, CA",male,1994.0,economics,,3.0,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",University of California,"Berkeley, CA",USA,74,0,1
720,712,John F.,Nash Jr.,1928-06-13,2015-05-23,USA,US,"Bluefield, WV",USA,US,"New Jersey, NJ",male,1994.0,economics,,3.0,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",Princeton University,"Princeton, NJ",USA,66,1,1
721,713,Reinhard,Selten,1930-10-05,2016-08-23,Germany (now Poland),PL,Breslau (now Wroclaw),Poland,PL,Poznan,male,1994.0,economics,,3.0,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",Rheinische Friedrich-Wilhelms-Universität,Bonn,Federal Republic of Germany,64,0,1
722,714,Robert E.,Lucas Jr.,1937-09-15,,USA,US,"Yakima, WA",,,,male,1995.0,economics,,1.0,"""for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",University of Chicago,"Chicago, IL",USA,58,1,1
723,715,James A.,Mirrlees,1936-07-05,,Scotland,GB,Minnigaff,,,,male,1996.0,economics,,2.0,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",University of Cambridge,Cambridge,United Kingdom,60,1,1
724,716,William,Vickrey,1914-06-21,1996-10-11,Canada,CA,"Victoria, BC",USA,US,"Harrison, NY",male,1996.0,economics,,2.0,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",Columbia University,"New York, NY",USA,82,1,1
725,717,Robert C.,Merton,1944-07-31,,USA,US,"New York, NY",,,,male,1997.0,economics,,2.0,"""for a new method to determine the value of derivatives""",Harvard University,"Cambridge, MA",USA,53,1,1
726,718,Myron S.,Scholes,1941-07-01,,Canada,CA,"Timmins, ON",,,,male,1997.0,economics,,2.0,"""for a new method to determine the value of derivatives""",Long Term Capital Management,"Greenwich, CT",USA,56,1,1
727,719,Amartya,Sen,1933-11-03,,India,IN,Santiniketan,,,,male,1998.0,economics,,1.0,"""for his contributions to welfare economics""",Trinity College,Cambridge,United Kingdom,65,0,1
728,720,Robert A.,Mundell,1932-10-24,,Canada,CA,"Kingston, ON",,,,male,1999.0,economics,,1.0,"""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",Columbia University,"New York, NY",USA,67,1,1
729,721,Il´ja Mikhailovich,Frank,1908-10-23,1990-06-22,Russia,RU,Leningrad (now Saint Petersburg),USSR (now Russia),RU,Moscow,male,1958.0,physics,,3.0,"""for the discovery and the interpretation of the Cherenkov effect""",University of Moscow,Moscow,USSR,50,0,1
730,721,Il´ja Mikhailovich,Frank,1908-10-23,1990-06-22,Russia,RU,Leningrad (now Saint Petersburg),USSR (now Russia),RU,Moscow,male,1958.0,physics,,3.0,"""for the discovery and the interpretation of the Cherenkov effect""",P.N. Lebedev Physical Institute,Moscow,USSR,50,0,1
731,722,Arvid,Carlsson,1923-01-25,,Sweden,SE,Uppsala,,,,male,2000.0,medicine,,3.0,"""for their discoveries concerning signal transduction in the nervous system""",Göteborg University,Gothenburg,Sweden,77,0,1
732,723,Paul,Greengard,1925-12-11,,USA,US,"New York, NY",,,,male,2000.0,medicine,,3.0,"""for their discoveries concerning signal transduction in the nervous system""",Rockefeller University,"New York, NY",USA,75,1,1
733,724,Eric R.,Kandel,1929-11-07,,Austria,AT,Vienna,,,,male,2000.0,medicine,,3.0,"""for their discoveries concerning signal transduction in the nervous system""",Columbia University,"New York, NY",USA,71,0,1
734,725,Kim,Dae-jung,1925-12-03,2009-08-18,Korea (now South Korea),KR,Mokpo,,,,male,2000.0,peace,,1.0,"""for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular""",,,,75,0,1
735,726,Zhores I.,Alferov,1930-03-15,,USSR (now Belarus),BY,"Vitebsk, Belorussia",,,,male,2000.0,physics,"""for basic work on information and communication technology""",4.0,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,70,0,1
736,727,Herbert,Kroemer,1928-08-25,,Germany,DE,Weimar,,,,male,2000.0,physics,"""for basic work on information and communication technology""",4.0,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",University of California,"Santa Barbara, CA",USA,72,0,1
737,728,Jack S.,Kilby,1923-11-08,2005-06-20,USA,US,"Jefferson City, MO",USA,US,"Dallas, TX",male,2000.0,physics,"""for basic work on information and communication technology""",2.0,"""for his part in the invention of the integrated circuit""",Texas Instruments,"Dallas, TX",USA,77,1,1
738,729,Alan J.,Heeger,1936-01-22,,USA,US,"Sioux City, IA",,,,male,2000.0,chemistry,,3.0,"""for the discovery and development of conductive polymers""",University of California,"Santa Barbara, CA",USA,64,1,1
739,730,Alan G.,MacDiarmid,1927-04-14,2007-02-07,New Zealand,NZ,Masterton,USA,US,"Drexel Hill, PA",male,2000.0,chemistry,,3.0,"""for the discovery and development of conductive polymers""",University of Pennsylvania,"Philadelphia, PA",USA,73,1,1
740,731,Hideki,Shirakawa,1936-08-20,,Japan,JP,Tokyo,,,,male,2000.0,chemistry,,3.0,"""for the discovery and development of conductive polymers""",University of Tsukuba,Tokyo,Japan,64,0,1
741,732,James J.,Heckman,1944-04-19,,USA,US,"Chicago, IL",,,,male,2000.0,economics,,2.0,"""for his development of theory and methods for analyzing selective samples""",University of Chicago,"Chicago, IL",USA,56,1,1
742,733,Daniel L.,McFadden,1937-07-29,,USA,US,"Raleigh, NC",,,,male,2000.0,economics,,2.0,"""for his development of theory and methods for analyzing discrete choice""",University of California,"Berkeley, CA",USA,63,1,1
743,734,Gao,Xingjian,1940-01-04,,China,CN,Ganzhou,,,,male,2000.0,literature,,1.0,"""for an &aelig;uvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama""",,,,60,0,1
744,735,Leland H.,Hartwell,1939-10-30,,USA,US,"Los Angeles, CA",,,,male,2001.0,medicine,,3.0,"""for their discoveries of key regulators of the cell cycle""",Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,62,1,1
745,736,Tim,Hunt,1943-02-19,,United Kingdom,GB,Neston,,,,male,2001.0,medicine,,3.0,"""for their discoveries of key regulators of the cell cycle""",Imperial Cancer Research Fund,London,United Kingdom,58,1,1
746,737,Sir Paul M.,Nurse,1949-01-25,,United Kingdom,GB,Norwich,,,,male,2001.0,medicine,,3.0,"""for their discoveries of key regulators of the cell cycle""",Imperial Cancer Research Fund,London,United Kingdom,52,1,1
747,738,Eric A.,Cornell,1961-12-19,,USA,US,"Palo Alto, CA",,,,male,2001.0,physics,,3.0,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""","University of Colorado, JILA","Boulder, CO",USA,40,1,1
748,739,Wolfgang,Ketterle,1957-10-21,,West Germany (now Germany),DE,Heidelberg,,,,male,2001.0,physics,,3.0,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,44,0,1
749,740,Carl E.,Wieman,1951-03-26,,USA,US,"Corvallis, OR",,,,male,2001.0,physics,,3.0,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""","University of Colorado, JILA","Boulder, CO",USA,50,1,1
750,741,William S.,Knowles,1917-06-01,2012-06-13,USA,US,"Taunton, MA",USA,US,"Chesterfield, MO",male,2001.0,chemistry,,4.0,"""for their work on chirally catalysed hydrogenation reactions""",,"St. Louis, MO",USA,84,1,1
751,742,Ryoji,Noyori,1938-09-03,,Japan,JP,Kobe,,,,male,2001.0,chemistry,,4.0,"""for their work on chirally catalysed hydrogenation reactions""",Nagoya University,Nagoya,Japan,63,0,1
752,743,K. Barry,Sharpless,1941-04-28,,USA,US,"Philadelphia, PA",,,,male,2001.0,chemistry,,2.0,"""for his work on chirally catalysed oxidation reactions""",The Scripps Research Institute,"La Jolla, CA",USA,60,1,1
753,744,George A.,Akerlof,1940-06-17,,USA,US,"New Haven, CT",,,,male,2001.0,economics,,3.0,"""for their analyses of markets with asymmetric information""",University of California,"Berkeley, CA",USA,61,1,1
754,745,A. Michael,Spence,,,USA,US,"Montclair, NJ",,,,male,2001.0,economics,,3.0,"""for their analyses of markets with asymmetric information""",Stanford University,"Stanford, CA",USA,0,1,1
755,746,Joseph E.,Stiglitz,1943-02-09,,USA,US,"Gary, IN",,,,male,2001.0,economics,,3.0,"""for their analyses of markets with asymmetric information""",Columbia University,"New York, NY",USA,58,1,1
756,747,Sir Vidiadhar Surajprasad,Naipaul,1932-08-17,,Trinidad,TT,,,,,male,2001.0,literature,,1.0,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",,,,69,0,1
757,748,United Nations (U.N.),,,,,,,,,,org,2001.0,peace,,2.0,"""for their work for a better organized and more peaceful world""",,,,0,0,0
758,749,Kofi,Annan,1938-04-08,,Gold Coast (now Ghana),GH,Kumasi,,,,male,2001.0,peace,,2.0,"""for their work for a better organized and more peaceful world""",,,,63,0,1
759,750,Sydney,Brenner,1927-01-13,,South Africa,ZA,Germiston,,,,male,2002.0,medicine,,3.0,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",The Molecular Sciences Institute,"Berkeley, CA",USA,75,0,1
760,751,H. Robert,Horvitz,1947-05-08,,USA,US,"Chicago, IL",,,,male,2002.0,medicine,,3.0,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,55,1,1
761,752,John E.,Sulston,1942-03-27,,United Kingdom,GB,Cambridge,,,,male,2002.0,medicine,,3.0,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,60,1,1
762,753,Raymond,Davis Jr.,1914-10-14,2006-05-31,USA,US,"Washington, DC",USA,US,"Blue Point, NY",male,2002.0,physics,,4.0,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",University of Pennsylvania,"Philadelphia, PA",USA,88,1,1
763,754,Masatoshi,Koshiba,1926-09-19,,Japan,JP,Toyohashi,,,,male,2002.0,physics,,4.0,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",University of Tokyo,Tokyo,Japan,76,0,1
764,755,Riccardo,Giacconi,1931-10-06,,Italy,IT,Genoa,,,,male,2002.0,physics,,2.0,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",Associated Universities Inc.,"Washington, DC",USA,71,0,1
765,756,John B.,Fenn,1917-06-15,2010-12-10,USA,US,"New York, NY",USA,US,"Richmond, VA",male,2002.0,chemistry,"""for the development of methods for identification and structure analyses of biological macromolecules""",4.0,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",Virginia Commonwealth University,"Richmond, VA",USA,85,1,1
766,757,Koichi,Tanaka,1959-08-03,,Japan,JP,Toyama City,,,,male,2002.0,chemistry,"""for the development of methods for identification and structure analyses of biological macromolecules""",4.0,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",Shimadzu Corp.,Kyoto,Japan,43,0,1
767,758,Kurt,Wüthrich,1938-10-04,,Switzerland,CH,Aarberg,,,,male,2002.0,chemistry,"""for the development of methods for identification and structure analyses of biological macromolecules""",2.0,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,64,0,1
768,758,Kurt,Wüthrich,1938-10-04,,Switzerland,CH,Aarberg,,,,male,2002.0,chemistry,"""for the development of methods for identification and structure analyses of biological macromolecules""",2.0,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",The Scripps Research Institute,"La Jolla, CA",USA,64,0,1
769,759,Daniel,Kahneman,1934-03-05,,British Mandate of Palestine (now Israel),IL,Tel Aviv,,,,male,2002.0,economics,,2.0,"""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",Princeton University,"Princeton, NJ",USA,68,0,1
770,760,Vernon L.,Smith,1927-01-01,,USA,US,"Wichita, KS",,,,male,2002.0,economics,,2.0,"""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",George Mason University,"Fairfax, VA",USA,75,1,1
771,761,Imre,Kertész,1929-11-09,,Hungary,HU,Budapest,Hungary,HU,Budapest,male,2002.0,literature,,1.0,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",,,,73,0,1
772,762,Jimmy,Carter,1924-10-01,,USA,US,"Plains, GA",,,,male,2002.0,peace,,1.0,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",,,,78,1,1
773,763,John M.,Coetzee,1940-02-09,,South Africa,ZA,Cape Town,,,,male,2003.0,literature,,1.0,"""who in innumerable guises portrays the surprising involvement of the outsider""",,,,63,0,1
774,764,Paul C.,Lauterbur,1929-05-06,2007-03-27,USA,US,"Sidney, OH",USA,US,"Urbana, IL",male,2003.0,medicine,,2.0,"""for their discoveries concerning magnetic resonance imaging""",University of Illinois,"Urbana, IL",USA,74,1,1
775,765,Sir Peter,Mansfield,1933-10-09,,United Kingdom,GB,London,,,,male,2003.0,medicine,,2.0,"""for their discoveries concerning magnetic resonance imaging""","University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,70,1,1
776,766,Alexei A.,Abrikosov,1928-06-25,,USSR (now Russia),RU,Moscow,,,,male,2003.0,physics,,3.0,"""for pioneering contributions to the theory of superconductors and superfluids""",Argonne National Laboratory,"Argonne, IL",USA,75,0,1
777,767,Vitaly L.,Ginzburg,1916-10-04,2009-11-08,Russia,RU,Moscow,,,,male,2003.0,physics,,3.0,"""for pioneering contributions to the theory of superconductors and superfluids""",P.N. Lebedev Physical Institute,Moscow,Russia,87,0,1
778,768,Anthony J.,Leggett,1938-03-26,,United Kingdom,GB,London,,,,male,2003.0,physics,,3.0,"""for pioneering contributions to the theory of superconductors and superfluids""",University of Illinois,"Urbana, IL",USA,65,1,1
779,769,Peter,Agre,1949-01-30,,USA,US,"Northfield, MN",,,,male,2003.0,chemistry,"""for discoveries concerning channels in cell membranes""",2.0,"""for the discovery of water channels""",Johns Hopkins University School of Medicine,"Baltimore, MD",USA,54,1,1
780,770,Roderick,MacKinnon,1956-02-19,,USA,US,"Burlington, MA",,,,male,2003.0,chemistry,"""for discoveries concerning channels in cell membranes""",2.0,"""for structural and mechanistic studies of ion channels""",Rockefeller University,"New York, NY",USA,47,1,1
781,770,Roderick,MacKinnon,1956-02-19,,USA,US,"Burlington, MA",,,,male,2003.0,chemistry,"""for discoveries concerning channels in cell membranes""",2.0,"""for structural and mechanistic studies of ion channels""",Howard Hughes Medical Institute,,,47,1,1
782,771,Robert F.,Engle III,1942-11-10,,USA,US,"Syracuse, NY",,,,male,2003.0,economics,,2.0,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",New York University,"New York, NY",USA,61,1,1
783,772,Clive W.J.,Granger,1934-09-04,2009-05-27,United Kingdom,GB,Swansea,USA,US,"San Diego, CA",male,2003.0,economics,,2.0,"""for methods of analyzing economic time series with common trends (cointegration)""",University of California,"San Diego, CA",USA,69,1,1
784,773,Shirin,Ebadi,1947-06-21,,Iran,IR,Hamadan,,,,female,2003.0,peace,,1.0,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",,,,56,0,0
785,774,Richard,Axel,1946-07-02,,USA,US,"New York, NY",,,,male,2004.0,medicine,,2.0,"""for their discoveries of odorant receptors and the organization of the olfactory system""",Columbia University,"New York, NY",USA,58,1,1
786,775,Linda B.,Buck,1947-01-29,,USA,US,"Seattle, WA",,,,female,2004.0,medicine,,2.0,"""for their discoveries of odorant receptors and the organization of the olfactory system""",Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,57,1,0
787,776,David J.,Gross,1941-02-19,,USA,US,"Washington, DC",,,,male,2004.0,physics,,3.0,"""for the discovery of asymptotic freedom in the theory of the strong interaction""","University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",USA,63,1,1
788,777,H. David,Politzer,1949-08-31,,USA,US,"New York, NY",,,,male,2004.0,physics,,3.0,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",California Institute of Technology (Caltech),"Pasadena, CA",USA,55,1,1
789,778,Frank,Wilczek,1951-05-15,,USA,US,"New York, NY",,,,male,2004.0,physics,,3.0,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,53,1,1
790,779,Aaron,Ciechanover,1947-10-01,,British Protectorate of Palestine (now Israel),IL,Haifa,,,,male,2004.0,chemistry,,3.0,"""for the discovery of ubiquitin-mediated protein degradation""",Technion - Israel Institute of Technology,Haifa,Israel,57,0,1
791,780,Avram,Hershko,1937-12-31,,Hungary,HU,Karcag,,,,male,2004.0,chemistry,,3.0,"""for the discovery of ubiquitin-mediated protein degradation""",Technion - Israel Institute of Technology,Haifa,Israel,67,0,1
792,781,Irwin,Rose,1926-07-16,2015-06-03,USA,US,"Brooklyn, NY",USA,US,"Deerfield, MA",male,2004.0,chemistry,,3.0,"""for the discovery of ubiquitin-mediated protein degradation""",University of California,"Irvine, CA",USA,78,1,1
793,782,Elfriede,Jelinek,1946-10-20,,Austria,AT,Mürzzuschlag,,,,female,2004.0,literature,,1.0,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",,,,58,0,0
794,783,Wangari Muta,Maathai,1940-04-01,2011-09-25,Kenya,KE,Nyeri,Kenya,KE,Nairobi,female,2004.0,peace,,1.0,"""for her contribution to sustainable development, democracy and peace""",,,,64,0,0
795,786,Finn E.,Kydland,1943-12-01,,Norway,NO,Gjesdal,,,,male,2004.0,economics,,2.0,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",Carnegie Mellon University,"Pittsburgh, PA",USA,61,0,1
796,786,Finn E.,Kydland,1943-12-01,,Norway,NO,Gjesdal,,,,male,2004.0,economics,,2.0,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",University of California,"Santa Barbara, CA",USA,61,0,1
797,787,Edward C.,Prescott,1940-12-26,,USA,US,"Glens Falls, NY",,,,male,2004.0,economics,,2.0,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",Arizona State University,"Tempe, AZ",USA,64,1,1
798,787,Edward C.,Prescott,1940-12-26,,USA,US,"Glens Falls, NY",,,,male,2004.0,economics,,2.0,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",Federal Reserve Bank of Minneapolis,"Minneapolis, MN",USA,64,1,1
799,789,Barry J.,Marshall,1951-09-30,,Australia,AU,Kalgoorlie,,,,male,2005.0,medicine,,2.0,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""","NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,54,1,1
800,789,Barry J.,Marshall,1951-09-30,,Australia,AU,Kalgoorlie,,,,male,2005.0,medicine,,2.0,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",University of Western Australia,Perth,Australia,54,1,1
801,790,J. Robin,Warren,1937-06-11,,Australia,AU,Adelaide,,,,male,2005.0,medicine,,2.0,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",,Perth,Australia,68,1,1
802,791,Roy J.,Glauber,1925-09-01,,USA,US,"New York, NY",,,,male,2005.0,physics,,2.0,"""for his contribution to the quantum theory of optical coherence""",Harvard University,"Cambridge, MA",USA,80,1,1
803,792,John L.,Hall,1934-08-21,,USA,US,"Denver, CO",,,,male,2005.0,physics,,4.0,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""","University of Colorado, JILA","Boulder, CO",USA,71,1,1
804,792,John L.,Hall,1934-08-21,,USA,US,"Denver, CO",,,,male,2005.0,physics,,4.0,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",National Institute of Standards and Technology,"Boulder, CO",USA,71,1,1
805,793,Theodor W.,Hänsch,1941-10-30,,Germany,DE,Heidelberg,,,,male,2005.0,physics,,4.0,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",Max-Planck-Institut für Quantenoptik,Garching,Germany,64,0,1
806,793,Theodor W.,Hänsch,1941-10-30,,Germany,DE,Heidelberg,,,,male,2005.0,physics,,4.0,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",Ludwig-Maximilians- Universität,Munich,Germany,64,0,1
807,794,Yves,Chauvin,1930-10-10,2015-01-27,Belgium,BE,Menin,France,FR,Tours,male,2005.0,chemistry,,3.0,"""for the development of the metathesis method in organic synthesis""",Institut Français du Pétrole,Rueil-Malmaison,France,75,0,1
808,795,Robert H.,Grubbs,1942-02-27,,USA,US,"Possum Trot, KY",,,,male,2005.0,chemistry,,3.0,"""for the development of the metathesis method in organic synthesis""",California Institute of Technology (Caltech),"Pasadena, CA",USA,63,1,1
809,796,Richard R.,Schrock,1945-01-04,,USA,US,"Berne, IN",,,,male,2005.0,chemistry,,3.0,"""for the development of the metathesis method in organic synthesis""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,60,1,1
810,797,International Atomic Energy Agency (IAEA),,,,,,,,,,org,2005.0,peace,,2.0,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,,,0,0,0
811,798,Mohamed,ElBaradei,1942-06-17,,Egypt,EG,Cairo,,,,male,2005.0,peace,,2.0,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,,,63,0,1
812,799,Robert J.,Aumann,1930-06-08,,Germany,DE,Frankfurt-on-the-Main,,,,male,2005.0,economics,,2.0,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""","University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,75,0,1
813,800,Thomas C.,Schelling,1921-04-14,,USA,US,"Oakland, CA",,,,male,2005.0,economics,,2.0,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""","University of Maryland, Department of Economics and School of Public Policy","College Park, MD",USA,84,1,1
814,801,Harold,Pinter,1930-10-10,2008-12-24,United Kingdom,GB,London,United Kingdom,GB,London,male,2005.0,literature,,1.0,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",,,,75,1,1
815,802,Andrew Z.,Fire,1959-04-27,,USA,US,"Stanford, CA",,,,male,2006.0,medicine,,2.0,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",Stanford University School of Medicine,"Stanford, CA",USA,47,1,1
